Code #,Count,Title,HTML address,URL: doc address,Date accessed,Accessed by,Source,Day/Month,Year,Material type,Government Level 1,Government Level 2,Citation,Database name,Database link,Search terms used,Filters applied,Other Notes
1278,43597,Beetle Epidemic in Alaska,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1998-nar-0031/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,8/21,1998,Congressional document,Senate,Committee on Energy and Natural Resources,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1279,259472,Hells Canyon-Snake National River,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1971-iia-0014/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,9/16,1971,Congressional document,Senate,"Committee on Interior and Insular Affairs, Subcommittee on Parks and Recreation",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1280,222989,"Agricultural Appropriation Bill, 1929",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1928-sap-0004/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/14,1928,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1281,360048,"Ancient Forest Protection Act of 1991, Community Stability Act of 1991, Ancient Forest Act of 1991, and the Forests and Families Protection Act of 1991",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1991-hag-0045/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,5/29,1991,Congressional document,House of Representatives,"Committee on Agriculture, Subcommittee on Forests, Family Farms, and Energy ",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1282,189517,Proposed FY2000 Budget Request for the Forest Service,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1999-nar-0008/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/25,1999,Congressional document,Senate,"Committee on Energy and Natural Resource, Subcommittee on Forests and Public Land Management",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1283,29413,Tribal Prosperity and Self-Determination Through Energy Development,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-2016-hnr-0029/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,10/4,2016,Congressional document,House of Representatives,Committee on Natural Resources,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1284,197045,Montana Natural Resources Protection and Utilization Act of 1987,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1988-nar-0016/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/21,1988,Congressional document,Senate,"Committee on Energy and Natural Resource, Subcommittee on Public Lands, National Parks and Forests",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",same as a portion of 1064
1285,135179,Sawtooth National Recreation Area,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1972-iia-0053/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,4/12,1972,Congressional document,Senate,"Committee on Interior and Insular Affairs, Subcommittee on Parks and Recreation",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",very similar to 1215
1286,92462,1976 Denver Winter Olympics,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1972-iia-0059/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,1/9,1972,Congressional document,Senate,"Committee on Interior and Insular Affairs, Subcommittee on Parks and Recreation",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1287,184237,"Designation of Wilderness Areas, Part 2",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1972-iia-0097/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,3/9,1972,Congressional document,House of Representatives,"Committee on Interior and Insular Affairs, Subcommittee on Public Lands",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1288,120746,Montana Wilderness,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1975-iia-0129/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,5/9,1975,Congressional document,Senate,"Committee on Interior and Insular Affairs, Subcommittee on Environment and Land Resources",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1289,138399,Emergency Employment Appropriations for 1975,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1975-hap-0078/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,2/26,1975,Congressional document,House of Representatives,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1290,55822,Forest Service FY2000 Budget,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1999-hag-0008/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,3/11,1999,Congressional document,House of Representatives,"Committee on Agriculture, Subcommittee on Department Operations, Oversight, Nutrition, and Forestry",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1291,466998,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations for 2017, Part 4",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-2016-hap-0071/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,2/24,2016,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1292,304138,"Hearings on the Estimates of Appropriations for the Fiscal Year Ending June 30, 1912 and on Other Bills and Resolutions",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1910-hag-0003/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,12/7,1910,Congressional document,House of Representatives,Committee on Agriculture,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1293,408830,"Agriculture, Rural Development and Related Agencies Appropriations for 1981, Part 4",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1980-hap-0046/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,3/12,1980,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on Agriculture, Rural Development, and Related Agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1294,587534,"Interior Department Appropriation Bill, 1934",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1932-hap-0017/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,11/19,1932,Congressional document,House of Representatives,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1295,246128,"Review of Forest Service Plans To Manage National Forests, FY87, Special Hearings",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1986-sap-0024/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,4/21,1986,Congressional document,Senate,"Subcommittee of the Committee on Appropriations, Subcommittee on Interior and Related Agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1296,420168,"Agriculture, Environmental and Consumer Protection Appropriations for 1974, Part 1",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1973-hap-0055/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,2/20,1973,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on Agriculture - Environmental and Consumer Protection",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1297,299270,"Department of the Interior, Environment, and Related Agencies Appropriations for Fiscal Year 2011",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-sap-0027/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,3/3,2010,Congressional document,Senate,Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1298,563352,"Department of the Interior and Related Agencies Appropriations, Fiscal Year 1989, Part 2",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1988-sap-0038/usgLogRstClick!!?accountid=14698,5/4/2017,KJ,,4/11,1988,Congressional document,Senate,"Subcommittee of the Committee on Appropriations, Subcommittee on Interior and Related Agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
